gender,age,married,number_of_dependents,latitude,longitude,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,has_refunded,has_extra_data_charges,total_long_distance_charges,total_revenue,customer_status
Male,"(18, 25]",No,0,38.672708,-122.403219,0,52,Offer B,Yes,49.29,No,Yes,Fiber Optic,51.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.0,5426.85,No,No,2563.08,7989.93,Churned
Male,"(65, 100]",No,0,38.965804,-122.631779,0,46,Offer B,Yes,36.78,No,Yes,Fiber Optic,29.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.0,3969.4,No,No,1691.88,5661.28,Churned
Female,"(18, 25]",Yes,1+,34.845861,-118.885163,2+,49,Offer B,Yes,33.65,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,1211.65,No,No,1648.85,2860.5,Stayed
Female,"(25, 35]",Yes,0,34.207295,-118.400022,1,1,Offer E,Yes,16.66,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.0,21.0,No,No,16.66,37.66,Churned
Female,"(45, 55]",Yes,0,33.972293,-116.654195,1,57,Offer B,Yes,40.13,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.5,5921.35,No,No,2287.41,8208.76,Churned
Male,"(25, 35]",No,0,41.280341,-120.150381,0,1,Offer E,Yes,9.81,Yes,Yes,Fiber Optic,28.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.7,81.7,No,No,9.81,91.51,Churned
Male,"(55, 65]",No,1+,41.121108,-122.336613,0,40,Offer B,Yes,26.41,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.4,854.9,Yes,No,1056.4,1878.75,Stayed
Female,"(65, 100]",Yes,1+,33.760458,-118.129725,2+,29,Offer C,No,25.584371102988605,No,Yes,DSL,20.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,35.65,1025.15,Yes,No,0.0,1000.08,Stayed
Male,"(25, 35]",No,0,37.361987,-120.748394,0,3,Offer E,Yes,32.01,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.85,64.55,No,No,96.03,160.58,Churned
Female,"(35, 45]",No,0,37.760412,-122.484966,0,53,Offer B,Yes,29.8,Yes,Yes,Fiber Optic,4.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.95,5785.5,No,No,1579.4,7364.9,Churned
Male,"(55, 65]",Yes,1+,39.745805,-120.580882,2+,24,Offer C,Yes,8.67,Yes,Yes,Cable,10.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.8,1821.2,No,No,208.08,2029.28,Stayed
Male,"(25, 35]",No,0,34.202494,-118.448048,0,24,Offer C,No,25.584371102988605,No,Yes,DSL,46.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,50.6,1288.75,No,No,0.0,1288.75,Stayed
Female,"(35, 45]",No,0,35.349241,-116.770281,0,36,Offer C,Yes,46.92,Yes,Yes,DSL,5.0,No,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,55.8,1941.5,No,Yes,1689.12,3700.62,Stayed
Female,"(18, 25]",Yes,1+,35.050345,-120.489599,2+,5,Offer E,Yes,47.91,No,Yes,Fiber Optic,73.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.85,356.1,No,No,239.55,595.65,Stayed
Female,"(18, 25]",No,0,37.361987,-120.748394,0,12,Offer D,Yes,17.14,No,Yes,DSL,48.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.4,611.65,No,Yes,205.68,907.33,Stayed
Male,"(25, 35]",Yes,1+,37.750822,-121.238423,2+,18,Offer D,No,25.584371102988605,No,Yes,DSL,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.55,467.85,No,No,0.0,467.85,Stayed
Male,"(35, 45]",No,0,33.873395,-118.37019,0,62,Offer B,Yes,18.9,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.7,5586.45,No,No,1171.8,6758.25,Stayed
Male,"(25, 35]",Yes,0,32.984395,-117.013454,1,70,Offer A,Yes,29.59,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,98.3,6859.5,No,Yes,2071.3,8950.8,Churned
Female,"(65, 100]",Yes,0,34.269449,-118.768471,2+,66,Offer A,Yes,25.51,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,104.6,6819.45,No,No,1683.66,8503.11,Stayed
Female,"(35, 45]",No,0,33.924143,-117.79387,0,61,Offer B,Yes,41.23,Yes,Yes,Fiber Optic,28.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.6,6428.4,No,No,2515.03,8943.43,Churned
Female,"(65, 100]",No,0,38.550722,-121.457314,0,6,Offer E,Yes,2.03,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.5,106.8,No,No,12.18,118.98,Stayed
Male,"(45, 55]",No,0,37.902968,-119.667544,0,38,Offer C,Yes,4.34,Yes,Yes,Fiber Optic,26.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,3887.25,No,No,164.92,4052.17,Stayed
Female,"(55, 65]",No,0,34.037251,-118.423573,0,47,Offer B,No,25.584371102988605,Yes,Yes,DSL,3.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,39.65,1798.65,No,No,0.0,1798.65,Stayed
Female,"(18, 25]",Yes,1+,40.181279,-120.392967,2+,45,Offer B,Yes,37.57,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.65,1171.3,No,No,1690.65,2861.95,Stayed
Male,"(65, 100]",No,0,34.502432,-118.41459,0,51,Offer B,Yes,3.11,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.0,1260.7,No,No,158.61,1419.31,Stayed
Male,"(45, 55]",Yes,0,33.782346,-117.635263,1,56,Offer B,Yes,14.43,Yes,Yes,Fiber Optic,25.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.25,6033.3,No,No,808.08,6841.38,Stayed
Female,"(35, 45]",No,1+,41.468877,-120.54229,0,10,Offer D,Yes,42.93,No,Yes,Fiber Optic,52.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.1,964.35,No,No,429.3,1393.65,Stayed
Female,"(65, 100]",Yes,0,38.493888,-122.777141,1,68,Offer A,Yes,24.13,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.6,6127.6,No,No,1640.84,7768.44,Churned
Female,"(25, 35]",No,0,33.507255,-117.029473,0,13,Offer D,Yes,17.02,Yes,Yes,Fiber Optic,41.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,1244.5,No,No,221.26,1465.76,Churned
Female,"(25, 35]",Yes,0,37.722727,-122.02157,2+,48,Offer B,Yes,47.64,No,Yes,Fiber Optic,59.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,97.05,4692.95,No,No,2286.72,6979.67,Stayed
Male,"(55, 65]",No,0,34.273872,-114.192901,0,28,Offer C,Yes,40.39,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,18.25,534.7,No,No,1130.92,1665.62,Stayed
Female,"(45, 55]",No,0,33.707483,-117.200006,0,23,Offer D,Yes,27.61,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.6,1758.6,No,No,635.03,2393.63,Churned
Female,"(45, 55]",Yes,0,34.051809,-118.383843,2+,27,Offer C,Yes,40.21,No,Yes,DSL,13.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,66.15,1874.45,No,No,1085.67,2960.12,Stayed
Male,"(18, 25]",Yes,1+,37.872902,-122.303708,2+,12,Offer D,Yes,49.7,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.05,262.05,No,No,596.4,858.45,Stayed
Female,"(45, 55]",No,0,34.361387,-117.337509,0,15,Offer D,Yes,15.28,No,Yes,Fiber Optic,16.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.0,1505.45,No,No,229.2,1734.65,Stayed
Female,"(25, 35]",No,0,36.959731,-120.653519,0,13,Offer D,No,25.584371102988605,No,Yes,DSL,53.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23.9,300.8,No,No,0.0,300.8,Churned
Male,"(45, 55]",Yes,1+,33.88274,-117.224878,2+,69,Offer A,Yes,22.49,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.0,7297.75,No,No,1551.81,8849.56,Stayed
Female,"(25, 35]",No,0,37.555631,-120.911653,0,12,Offer D,Yes,32.32,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.3,246.7,No,No,387.84,634.54,Stayed
Female,"(25, 35]",No,0,38.237018,-122.77872,0,54,Offer B,Yes,11.76,Yes,Yes,Fiber Optic,52.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.1,5064.85,No,No,635.04,5699.89,Stayed
Female,"(25, 35]",Yes,0,34.002642,-118.287596,1,26,Offer C,Yes,22.33,Yes,Yes,DSL,13.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1616.15,No,No,580.58,2196.73,Churned
Male,"(35, 45]",Yes,1+,34.667815,-117.536183,1,24,Offer C,Yes,36.05,Yes,Yes,Cable,24.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,84.8,1990.5,Yes,No,865.2,2807.47,Stayed
Female,"(25, 35]",Yes,0,32.825086,-117.199424,1,47,Offer B,Yes,2.87,Yes,Yes,Fiber Optic,51.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,4533.7,No,No,134.89,4668.59,Churned
Female,"(65, 100]",Yes,0,34.827662,-118.999073,2+,58,Offer B,Yes,47.34,Yes,Yes,Fiber Optic,28.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,5749.8,No,No,2745.72,8495.52,Stayed
Female,"(35, 45]",Yes,0,34.035602,-117.591528,2+,64,Offer B,Yes,19.98,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.45,1208.6,No,No,1278.72,2487.32,Stayed
Male,"(45, 55]",Yes,1+,40.03194,-122.176023,2+,58,Offer B,Yes,35.35,No,Yes,DSL,29.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.2,4300.8,No,No,2050.3,6351.1,Stayed
Male,"(55, 65]",Yes,0,33.713891,-116.237257,1,19,Offer D,Yes,43.95,No,Yes,Fiber Optic,20.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.0,1888.65,No,No,835.05,2723.7,Churned
Male,"(35, 45]",No,1+,37.83726,-122.287648,0,1,Offer E,Yes,11.91,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,No,No,11.91,31.66,Churned
Male,"(65, 100]",Yes,0,32.912664,-116.635387,2+,35,Offer C,Yes,2.12,Yes,Yes,Fiber Optic,3.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.8,3437.5,No,No,74.2,3511.7,Stayed
Female,"(35, 45]",No,0,34.231318,-117.662032,0,8,Offer E,Yes,8.73,Yes,Yes,DSL,28.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.5,573.15,No,No,69.84,642.99,Stayed
Male,"(45, 55]",Yes,1+,38.52576,-123.013347,2+,72,Offer A,Yes,37.11,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.55,1432.55,No,No,2671.92,4104.47,Stayed
Male,"(55, 65]",Yes,1+,39.58458,-121.093256,2+,67,Offer A,Yes,14.41,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.65,1620.45,No,No,965.47,2585.92,Stayed
Female,"(35, 45]",No,0,36.993451,-122.098858,0,1,Offer E,Yes,32.33,Yes,Yes,Fiber Optic,9.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95.65,95.65,No,No,32.33,127.98,Churned
Female,"(35, 45]",Yes,1+,33.678591,-117.905471,2+,72,Offer A,Yes,26.32,Yes,Yes,Fiber Optic,53.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.1,8248.5,No,No,1895.04,10143.54,Stayed
Male,"(35, 45]",Yes,0,38.161321,-122.271588,2+,11,Offer D,Yes,44.2,No,Yes,DSL,15.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-10.0,608.15,No,No,486.2,1094.35,Stayed
Male,"(65, 100]",No,0,38.53508,-121.444144,0,9,Offer E,Yes,39.77,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05,678.45,No,No,357.93,1036.38,Stayed
Female,"(55, 65]",No,1+,33.75462,-118.071128,0,11,Offer D,Yes,33.06,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.1,221.35,No,No,363.66,585.01,Churned
Male,"(65, 100]",Yes,0,38.232389,-122.324944,1,7,Offer E,Yes,42.92,Yes,Yes,Fiber Optic,2.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,665.45,No,No,300.44,965.89,Churned
Male,"(25, 35]",No,0,32.886925,-117.152162,0,37,Offer C,Yes,21.84,No,Yes,Fiber Optic,41.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,96.1,3646.8,No,No,808.08,4454.88,Stayed
Female,"(18, 25]",No,0,34.127194,-118.295647,0,30,Offer C,Yes,19.41,No,Yes,Cable,27.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,1530.6,No,No,582.3,2112.9,Stayed
Female,"(25, 35]",Yes,1+,38.050558,-121.646924,1,24,Offer C,No,25.584371102988605,No,Yes,DSL,75.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,52.5,1208.15,No,No,0.0,1208.15,Stayed
Male,"(45, 55]",No,0,41.411315,-122.697236,0,68,Offer A,Yes,18.53,No,Yes,Fiber Optic,21.0,No,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,79.6,5461.45,Yes,Yes,1260.04,6728.23,Stayed
Male,"(45, 55]",Yes,0,38.227285,-121.02789,2+,70,Offer A,Yes,33.37,Yes,Yes,DSL,9.0,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,76.1,5264.25,No,Yes,2335.9,7710.15,Stayed
Female,"(25, 35]",Yes,0,33.703976,-117.824172,1,64,Offer B,Yes,40.28,Yes,Yes,DSL,52.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,58.35,3756.45,No,No,2577.92,6334.37,Stayed
Male,"(25, 35]",No,0,37.809014,-122.269739,0,40,Offer B,Yes,39.05,No,Yes,DSL,58.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.45,2731.0,No,No,1562.0,4293.0,Stayed
Male,"(35, 45]",No,0,37.304681,-121.809955,0,30,Offer C,Yes,12.17,No,Yes,Fiber Optic,16.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,97.0,3021.3,No,No,365.1,3386.4,Stayed
Male,"(18, 25]",No,1+,41.405193,-123.008567,0,1,Offer E,Yes,34.4,No,Yes,Cable,52.0,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,48.95,48.95,No,No,34.4,83.35,Churned
Male,"(65, 100]",Yes,0,37.685052,-121.912061,1,18,Offer D,Yes,4.98,No,Yes,Fiber Optic,18.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.55,1422.65,No,No,89.64,1512.29,Churned
Male,"(18, 25]",Yes,0,37.873916,-122.20522,1,1,Offer E,Yes,37.83,No,Yes,Fiber Optic,51.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,84.8,No,No,37.83,122.63,Churned
Female,"(55, 65]",Yes,0,32.72523,-117.171346,1,32,Offer C,Yes,12.35,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,641.15,No,No,395.2,1036.35,Stayed
Female,"(55, 65]",Yes,0,33.162624,-117.170863,2+,71,Offer A,Yes,30.68,Yes,Yes,Cable,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.75,6223.8,Yes,No,2178.28,8397.48,Stayed
Male,"(55, 65]",No,0,38.567594,-121.437507,0,18,Offer D,Yes,12.21,Yes,Yes,DSL,8.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,69.5,1199.4,No,No,219.78,1419.18,Stayed
Female,"(55, 65]",Yes,1+,37.304681,-121.809955,1,48,Offer B,Yes,30.41,Yes,Yes,Fiber Optic,53.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.25,4997.5,Yes,No,1459.68,6455.52,Stayed
Female,"(35, 45]",Yes,0,34.007353,-118.033683,0,71,Offer A,Yes,14.91,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.9,1493.2,No,No,1058.61,2551.81,Stayed
Female,"(45, 55]",Yes,0,39.246654,-120.029273,1,4,Offer E,Yes,21.81,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,365.4,No,No,87.24,452.64,Churned
Male,"(65, 100]",Yes,0,34.159007,-118.087353,2+,24,Offer C,Yes,49.76,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,2433.9,No,No,1194.24,3628.14,Churned
Male,"(25, 35]",No,0,38.304194,-120.592431,0,50,Offer B,Yes,15.37,No,Yes,Fiber Optic,22.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,90.1,4549.45,No,No,768.5,5317.95,Stayed
Male,"(65, 100]",No,0,33.141265,-116.967221,0,1,Offer E,Yes,8.35,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,75.75,No,No,8.35,84.1,Churned
Male,"(65, 100]",No,0,38.748316,-120.675512,0,44,Offer B,Yes,47.06,No,Yes,Fiber Optic,3.0,No,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,73.85,3122.4,No,Yes,2070.64,5293.04,Stayed
Male,"(18, 25]",Yes,1+,33.990646,-117.663025,2+,61,Offer B,Yes,42.31,No,Yes,DSL,59.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,-6.0,4158.25,No,No,2580.91,6739.16,Stayed
Male,"(35, 45]",No,0,34.15136,-118.364786,0,29,Offer C,Yes,12.92,No,Yes,Fiber Optic,24.0,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Credit Card,89.65,2623.65,No,Yes,374.68,3008.33,Stayed
Male,"(45, 55]",No,0,40.94338,-123.831799,0,12,Offer D,Yes,1.8,No,Yes,DSL,3.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,53.75,648.65,No,No,21.6,670.25,Stayed
Female,"(45, 55]",Yes,1+,33.972119,-118.020188,2+,49,Offer B,Yes,16.6,Yes,Yes,DSL,14.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,-2.0,3902.45,No,No,813.4,4715.85,Stayed
Female,"(65, 100]",No,0,38.104705,-122.247387,0,37,Offer C,Yes,3.3,Yes,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,3580.3,No,No,122.1,3702.4,Churned
Male,"(65, 100]",Yes,0,32.730264,-116.950963,0,26,Offer C,Yes,1.26,Yes,Yes,Fiber Optic,18.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.75,2710.25,No,Yes,32.76,2833.01,Churned
Male,"(25, 35]",No,0,37.186141,-121.843554,0,52,Offer B,Yes,15.1,Yes,Yes,Fiber Optic,17.0,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.45,4577.75,Yes,No,785.2,5344.06,Stayed
Male,"(25, 35]",No,1+,34.659579,-118.584212,0,60,Offer B,Yes,49.96,Yes,Yes,DSL,85.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.95,4984.85,No,No,2997.6,7982.45,Stayed
Female,"(65, 100]",No,0,36.667794,-121.601306,0,72,Offer A,Yes,14.94,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,117.35,8436.25,No,No,1075.68,9511.93,Stayed
Male,"(25, 35]",No,0,32.85723,-117.209774,0,1,Offer E,Yes,14.78,No,Yes,DSL,59.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,50.65,50.65,No,No,14.78,65.43,Churned
Male,"(35, 45]",Yes,0,39.955164,-122.018567,1,15,Offer D,Yes,34.63,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,1107.25,No,No,519.45,1626.7,Churned
Male,"(25, 35]",No,0,33.830453,-118.384565,0,40,Offer B,Yes,32.27,No,Yes,Fiber Optic,69.0,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,89.6,3488.15,No,No,1290.8,4778.95,Stayed
Male,"(35, 45]",No,0,37.809014,-122.269739,0,29,Offer C,No,25.584371102988605,No,Yes,DSL,27.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,34.3,1004.75,No,No,0.0,1004.75,Stayed
Female,"(45, 55]",No,0,34.035849,-118.503508,0,36,Offer C,Yes,13.35,Yes,Yes,Fiber Optic,7.0,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.15,3615.6,No,Yes,480.6,4126.2,Churned
Male,"(45, 55]",Yes,0,34.165383,-118.123752,1,65,Offer B,Yes,19.84,Yes,Yes,Fiber Optic,2.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.65,5931.0,No,Yes,1289.6,7330.6,Stayed
Female,"(55, 65]",No,0,33.823943,-118.111335,0,1,Offer E,Yes,7.26,No,Yes,Cable,9.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.35,76.35,No,No,7.26,83.61,Churned
Female,"(55, 65]",No,0,36.623632,-119.741322,0,65,Offer B,Yes,41.74,No,Yes,Cable,17.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,5459.2,No,No,2713.1,8172.3,Stayed
Female,"(55, 65]",Yes,0,37.361987,-120.748394,2+,72,Offer A,Yes,26.98,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.0,1776.0,No,No,1942.56,3718.56,Stayed
Female,"(65, 100]",No,0,33.141265,-116.967221,0,59,Offer B,Yes,25.57,Yes,Yes,Fiber Optic,5.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.75,5496.9,No,No,1508.63,7005.53,Stayed
Female,"(18, 25]",No,0,33.792791,-117.789749,0,5,Offer E,Yes,48.86,No,Yes,Fiber Optic,59.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.2,384.25,No,No,244.3,628.55,Stayed
Male,"(65, 100]",Yes,0,37.245505,-118.062943,2+,72,Offer A,Yes,21.38,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.95,8196.4,No,No,1539.36,9735.76,Stayed
Male,"(35, 45]",Yes,1+,37.348129,-121.98469,2+,5,Offer E,Yes,18.97,Yes,Yes,Cable,12.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.7,259.4,No,No,94.85,354.25,Stayed
Male,"(35, 45]",No,0,33.645672,-117.922613,0,56,Offer B,Yes,48.63,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,21.2,1238.65,No,No,2723.28,3961.93,Stayed
Male,"(25, 35]",Yes,1+,34.108455,-118.362081,1,23,Offer D,Yes,18.91,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.9,454.0,No,No,434.93,888.93,Stayed
Male,"(35, 45]",No,0,33.782346,-117.635263,0,4,Offer E,Yes,9.98,Yes,Yes,DSL,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.75,201.1,No,No,39.92,241.02,Churned
Male,"(25, 35]",Yes,0,40.367964,-122.937379,2+,11,Offer D,Yes,26.11,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55,184.95,No,No,287.21,472.16,Stayed
Female,"(65, 100]",Yes,0,33.936291,-118.332639,1,53,Offer B,Yes,19.03,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,1275.6,No,No,1008.59,2284.19,Stayed
Male,"(65, 100]",No,0,37.461251,-122.235414,0,20,Offer D,Yes,5.71,No,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,71.3,1389.2,No,No,114.2,1503.4,Churned
Female,"(45, 55]",Yes,1+,33.970343,-118.171368,2+,72,Offer A,Yes,48.04,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1379.8,No,No,3458.88,4838.68,Stayed
